序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
373	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
374	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比温和>1.1（宽松）
375	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.8（严格） & 布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.3（宽松）
376	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
377	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比温和>1.1（宽松）
378	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI温和<50（宽松）
379	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI温和<45（严格）
380	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
381	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
382	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
383	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI温和<45（严格） & 量比温和>1.1（宽松）
384	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比温和>1.1（宽松）
385	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比温和>1.1（宽松）
386	做多	精品	2	86	63	73.3%	73.2%	0.018	75.2	空头73%  震荡75%	+14.24%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
387	做多	精品	3	34	28	82.4%	84.3%	0.046	75.1	空头88%  ⚠震荡57%	+9.96%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<30（严格）
388	做多	精品	3	34	28	82.4%	84.3%	0.046	75.1	空头88%  ⚠震荡62%	+9.96%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & RSI<30（严格）
389	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 布林位置<0.15（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松）
390	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & 量比>1.3（宽松）
391	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI温和<45（严格）
392	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格）
393	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & 量比温和>1.1（宽松）
394	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 布林位置<0.15（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格）
395	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & 量比>1.3（宽松）
396	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & RSI温和<45（严格）
397	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格）
398	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头82%	+2.50%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & 量比温和>1.1（宽松）
399	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头77%	+2.50%	MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
400	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头83%	+2.50%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格）
401	做多	精品	1	15	11	73.3%	73.3%	0.000	75.1	空头71%  震荡75%	+2.50%	KDJ-K<35（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
402	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡58%	+5.88%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
403	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡58%	+5.88%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
404	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡58%	+5.88%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI<40（宽松）
405	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡55%	+5.88%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
406	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡55%	+5.88%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
407	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头78%  ⚠震荡50%	+5.88%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
408	做多	精品	3	42	30	71.4%	71.3%	0.017	75.0	空头77%  ⚠震荡55%	+5.88%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<45（严格）
409	做多	精品	3	51	39	76.5%	75.7%	0.046	75.0	空头82%  ⚠震荡58%	+10.74%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格）
410	做多	精品	3	39	31	79.5%	80.9%	0.047	74.8	空头82%  震荡70%	+9.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格）
411	做多	精品	2	34	25	73.5%	74.2%	0.027	74.7	空头69%  震荡78%	+5.76%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
412	做多	精品	1	26	19	73.1%	73.1%	0.000	74.5	空头76%  ⚠震荡60%	+4.24%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松）
413	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头57%	+1.72%	ATR波动率比>1.8（严格） & 布林位置>0.85（严格） & KDJ-K>75（严格） & MACD柱<0(空头)（宽松） & RSI温和>50（宽松）
414	做空	精品	1	16	10	62.5%	62.5%	0.000	74.5	多头70%  ⚠震荡50%	+3.44%	ATR波动率比>1.2（宽松） & MA5斜率>0.05%（严格） & MACD柱翻负（严格） & OBV方向卖压（宽松） & 量比温和>1.1（宽松）
415	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头80%	+1.72%	ATR波动率比>1.8（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格） & OBV方向卖压（宽松） & 量比温和>1.1（宽松）
416	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	-	+1.72%	布林位置>0.75（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & 量比温和>1.1（宽松）
417	做空	精品	1	16	10	62.5%	62.5%	0.000	74.5	⚠多头29%  震荡89%	+3.44%	KDJ-J>75（宽松） & MACD柱翻负（严格） & OBV方向卖压（宽松）
418	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	布林位置>0.75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格）
419	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头67%	+1.72%	布林位置>0.85（严格） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & 上影线/实体>2.5（严格）
420	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	-	+1.72%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & 连续阳线≥2（宽松） & OBV方向卖压（宽松）
421	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	布林位置>0.85（严格） & KDJ-K>65（宽松） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>1.5（宽松）
422	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	布林位置>0.85（严格） & KDJ-J>75（宽松） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>1.5（宽松）
423	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	KDJ-J>75（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格）
424	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头57%	+1.72%	布林位置>0.75（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格）
425	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	KDJ-K>65（宽松） & MA5斜率>0.05%（严格） & MACD柱翻负（严格） & RSI温和>50（宽松） & 上影线/实体>1.5（宽松）
426	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	KDJ-K>65（宽松） & MA5斜率>0.05%（严格） & MACD柱翻负（严格） & RSI温和>55（严格） & 上影线/实体>1.5（宽松）
427	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	KDJ-J>75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格） & RSI温和>50（宽松）
428	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	布林位置>0.75（宽松） & 连续阳线≥3（严格） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & 上影线/实体>2.5（严格）
429	做空	精品	1	16	10	62.5%	62.5%	0.000	74.5	⚠多头45%  震荡100%	+3.44%	MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI温和>50（宽松） & 上影线/实体>2.5（严格） & 量比>1.3（宽松）
430	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率向上（宽松） & 量比>1.3（宽松）
431	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率>0.05%（严格） & 量比>1.3（宽松）
432	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	ATR波动率比>1.8（严格） & 连续阳线≥3（严格） & MA5斜率向上（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松）
433	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率向上（宽松） & 量比温和>1.1（宽松）
434	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头71%	+1.72%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率>0.05%（严格） & 量比温和>1.1（宽松）
435	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头40%	+1.72%	偏离MA5温和>0.3%（宽松） & KDJ-J>75（宽松） & RSI>60（宽松） & 上影线/实体>1.5（宽松）
436	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头40%	+1.72%	偏离MA5温和>0.3%（宽松） & KDJ-J>75（宽松） & RSI>70（严格） & 上影线/实体>1.5（宽松）
437	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	⚠多头50%	+1.72%	偏离MA5温和>0.3%（宽松） & KDJ-J>75（宽松） & 上影线/实体>1.5（宽松） & 量比温和>1.1（宽松）
438	做空	精品	1	8	5	62.5%	62.5%	0.000	74.5	多头80%	+1.72%	连续阳线≥2（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & 量比>1.3（宽松）
439	做多	精品	2	23	17	73.9%	74.6%	0.032	74.4	⚠空头60%  震荡85%	+4.02%	下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
440	做多	精品	3	54	41	75.9%	75.5%	0.049	74.4	空头81%  ⚠震荡58%	+10.96%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
441	做多	精品	3	43	31	72.1%	71.9%	0.024	74.3	空头77%  ⚠震荡62%	+6.42%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
442	做多	精品	3	43	31	72.1%	71.9%	0.024	74.3	空头77%  ⚠震荡58%	+6.42%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
443	做多	精品	3	45	32	71.1%	71.1%	0.017	74.3	空头76%  ⚠震荡55%	+6.10%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
444	做多	精品	3	45	32	71.1%	71.1%	0.017	74.3	空头76%  ⚠震荡55%	+6.10%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
445	做多	精品	2	21	16	76.2%	76.4%	0.036	74.0	空头84%	+4.34%	偏离MA5温和<-0.3%（宽松） & RSI<30（严格）
446	做多	精品	3	38	30	78.9%	80.5%	0.050	74.0	空头82%  震荡67%	+9.32%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-K<35（宽松） & RSI<30（严格）
447	做多	精品	3	38	30	78.9%	80.5%	0.050	74.0	空头82%  震荡70%	+9.32%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & MA5斜率向下（宽松） & RSI<30（严格）
448	做多	精品	3	28	20	71.4%	71.7%	0.024	73.9	⚠空头56%  震荡100%	+3.92%	布林中区<0.40（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
449	做多	精品	2	35	25	71.4%	71.4%	0.008	73.9	空头66%  震荡100%	+4.90%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & 量比>1.8（严格）
450	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头67%  震荡80%	+1.74%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.8（严格）
451	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头67%	+1.74%	ATR波动率比>1.8（严格） & 连续阴线≥3（严格） & KDJ-J<15（严格） & 下影线/实体>2.5（严格） & RSI<30（严格）
452	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头71%	+1.74%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & 量比>1.8（严格）
453	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头83%  ⚠震荡60%	+1.74%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
454	做多	精品	3	64	47	73.4%	73.5%	0.039	73.8	⚠多头62%  空头79%  ⚠震荡62%	+10.76%	偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松）
455	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头89%	+1.74%	ATR波动率比>1.8（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
456	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	多头71%	+1.74%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & MACD柱>0(多头)（宽松）
457	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头70%	+1.74%	布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
458	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	⚠空头57%	+1.74%	布林位置<0.15（严格） & 下影线/实体>2.5（严格） & OBV方向买压（宽松） & RSI<40（宽松） & 量比>1.8（严格）
459	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	⚠空头57%	+1.74%	下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & RSI<40（宽松） & 量比>1.8（严格）
460	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头67%  震荡80%	+1.74%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比>1.8（严格）
461	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	⚠空头57%	+1.74%	布林位置<0.25（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & 量比>1.8（严格）
462	做多	精品	1	11	8	72.7%	72.7%	0.000	73.8	空头75%	+1.74%	连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
463	做多	精品	2	67	48	71.6%	71.7%	0.011	73.7	空头65%  震荡100%	+9.58%	连续阴线≥2（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比>1.8（严格）
464	做多	精品	3	38	27	71.1%	70.9%	0.018	73.7	空头78%  ⚠震荡55%	+5.12%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI<40（宽松） & 量比>1.3（宽松）
465	做多	精品	3	51	37	72.5%	72.7%	0.033	73.7	空头76%  ⚠震荡62%	+7.94%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
466	做多	精品	3	46	33	71.7%	71.7%	0.026	73.5	空头76%  ⚠震荡58%	+6.64%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
467	做多	精品	3	46	33	71.7%	71.7%	0.026	73.5	空头76%  ⚠震荡58%	+6.64%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
468	做多	精品	3	33	27	81.8%	83.8%	0.052	73.5	空头88%  ⚠震荡57%	+9.42%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
469	做空	精品	2	19	14	73.7%	73.9%	0.039	73.4	多头89%  震荡60%	+7.06%	连续阳线≥3（严格） & KDJ-J>75（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI>60（宽松）
470	做多	精品	2	56	40	71.4%	71.4%	0.010	73.3	⚠多头50%  空头87%  ⚠震荡60%	+7.84%	偏离MA5温和<-0.3%（宽松） & 偏离MA5温和<-0.5%（严格）
471	做多	精品	1	29	21	72.4%	72.4%	0.000	73.1	⚠空头58%  震荡82%	+4.46%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
472	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
473	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
474	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林位置<0.15（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
475	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & 连续阴线≥3（严格）
476	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI温和<50（宽松）
477	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI温和<45（严格）
478	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林中区<0.40（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
479	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林中区<0.35（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
480	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率向下（宽松）
481	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格）
482	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
483	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & RSI<40（宽松）
484	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & RSI<40（宽松）
485	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<40（宽松）
486	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & KDJ-K<25（严格）
487	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林位置<0.25（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
488	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林位置<0.15（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
489	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
490	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
491	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & RSI温和<50（宽松）
492	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & RSI温和<45（严格）
493	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林中区<0.40（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
494	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	布林中区<0.35（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格）
495	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & MA5斜率向下（宽松）
496	做多	优质	2	20	14	70.0%	70.0%	0.000	73.0	空头78%	+2.40%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<25（严格） & MA5斜率<-0.05%（严格）
